country_code,country,year,indicator_code,indicator,theme,unit,value,source
TUN,Tunisia,2017,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,41.7208,World Bank WDI
TUN,Tunisia,2018,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,45.4857,World Bank WDI
TUN,Tunisia,2019,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,45.9503,World Bank WDI
TUN,Tunisia,2020,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,37.9918,World Bank WDI
TUN,Tunisia,2021,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,41.7802,World Bank WDI
TUN,Tunisia,2022,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,51.3259,World Bank WDI
TUN,Tunisia,2023,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,53.0394,World Bank WDI
TUN,Tunisia,2024,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,50.0017,World Bank WDI
TUN,Tunisia,2025,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,46.6517,World Bank WDI
TUR,Turkiye,1990,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,13.3651,World Bank WDI
TUR,Turkiye,1991,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,13.8411,World Bank WDI
TUR,Turkiye,1992,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,14.3922,World Bank WDI
TUR,Turkiye,1993,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,13.6738,World Bank WDI
TUR,Turkiye,1994,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,21.3621,World Bank WDI
TUR,Turkiye,1995,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,18.3239,World Bank WDI
TUR,Turkiye,1996,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,19.5581,World Bank WDI
TUR,Turkiye,1997,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,21.439,World Bank WDI
TUR,Turkiye,1998,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,20.6545,World Bank WDI
TUR,Turkiye,1999,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,18.8308,World Bank WDI
TUR,Turkiye,2000,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,19.9334,World Bank WDI
TUR,Turkiye,2001,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,27.2971,World Bank WDI
TUR,Turkiye,2002,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,25.2651,World Bank WDI
TUR,Turkiye,2003,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.1947,World Bank WDI
TUR,Turkiye,2004,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.8544,World Bank WDI
TUR,Turkiye,2005,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,22.1188,World Bank WDI
TUR,Turkiye,2006,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,22.6757,World Bank WDI
TUR,Turkiye,2007,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,22.1876,World Bank WDI
TUR,Turkiye,2008,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.9214,World Bank WDI
TUR,Turkiye,2009,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.7579,World Bank WDI
TUR,Turkiye,2010,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,21.5899,World Bank WDI
TUR,Turkiye,2011,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.4904,World Bank WDI
TUR,Turkiye,2012,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,24.9658,World Bank WDI
TUR,Turkiye,2013,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,24.4033,World Bank WDI
TUR,Turkiye,2014,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,25.8173,World Bank WDI
TUR,Turkiye,2015,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,25.2808,World Bank WDI
TUR,Turkiye,2016,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,23.6322,World Bank WDI
TUR,Turkiye,2017,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,26.5395,World Bank WDI
TUR,Turkiye,2018,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,31.7279,World Bank WDI
TUR,Turkiye,2019,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,33.0299,World Bank WDI
TUR,Turkiye,2020,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,28.74,World Bank WDI
TUR,Turkiye,2021,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,35.0536,World Bank WDI
TUR,Turkiye,2022,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,38.1412,World Bank WDI
TUR,Turkiye,2023,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,31.9136,World Bank WDI
TUR,Turkiye,2024,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,27.5682,World Bank WDI
TUR,Turkiye,2025,NE.EXP.GNFS.ZS,Exports,Trade,% of GDP,24.8498,World Bank WDI
DZA,Algeria,1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.937,World Bank WDI
DZA,Algeria,1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.5998,World Bank WDI
DZA,Algeria,1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.8695,World Bank WDI
DZA,Algeria,1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.1389,World Bank WDI
DZA,Algeria,1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.0537,World Bank WDI
DZA,Algeria,1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.9962,World Bank WDI
DZA,Algeria,1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.9447,World Bank WDI
DZA,Algeria,1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,21.3376,World Bank WDI
DZA,Algeria,1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.5161,World Bank WDI
DZA,Algeria,1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.779,World Bank WDI
DZA,Algeria,2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.7886,World Bank WDI
DZA,Algeria,2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.4084,World Bank WDI
DZA,Algeria,2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.4524,World Bank WDI
DZA,Algeria,2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.1001,World Bank WDI
DZA,Algeria,2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.965,World Bank WDI
DZA,Algeria,2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.4692,World Bank WDI
DZA,Algeria,2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.1512,World Bank WDI
DZA,Algeria,2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.8253,World Bank WDI
DZA,Algeria,2008,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.3813,World Bank WDI
DZA,Algeria,2009,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.6987,World Bank WDI
DZA,Algeria,2010,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.503,World Bank WDI
DZA,Algeria,2011,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.232,World Bank WDI
DZA,Algeria,2012,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.3748,World Bank WDI
DZA,Algeria,2013,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.3516,World Bank WDI
DZA,Algeria,2014,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.3041,World Bank WDI
DZA,Algeria,2015,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,32.6765,World Bank WDI
DZA,Algeria,2016,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.2742,World Bank WDI
DZA,Algeria,2017,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.4871,World Bank WDI
DZA,Algeria,2018,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.0131,World Bank WDI
DZA,Algeria,2019,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.0989,World Bank WDI
DZA,Algeria,2020,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.8546,World Bank WDI
DZA,Algeria,2021,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.3927,World Bank WDI
DZA,Algeria,2022,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.3985,World Bank WDI
DZA,Algeria,2023,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.9497,World Bank WDI
DZA,Algeria,2024,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.2822,World Bank WDI
DZA,Algeria,2025,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.1442,World Bank WDI
EGY,"Egypt, Arab Rep.",1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,32.5678,World Bank WDI
EGY,"Egypt, Arab Rep.",1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,35.3778,World Bank WDI
EGY,"Egypt, Arab Rep.",1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,30.913,World Bank WDI
EGY,"Egypt, Arab Rep.",1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,30.0902,World Bank WDI
EGY,"Egypt, Arab Rep.",1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.0571,World Bank WDI
EGY,"Egypt, Arab Rep.",1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.6961,World Bank WDI
EGY,"Egypt, Arab Rep.",1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.1988,World Bank WDI
EGY,"Egypt, Arab Rep.",1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.8966,World Bank WDI
EGY,"Egypt, Arab Rep.",1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.7133,World Bank WDI
EGY,"Egypt, Arab Rep.",1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.3095,World Bank WDI
EGY,"Egypt, Arab Rep.",2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.8168,World Bank WDI
EGY,"Egypt, Arab Rep.",2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.3306,World Bank WDI
EGY,"Egypt, Arab Rep.",2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.6709,World Bank WDI
EGY,"Egypt, Arab Rep.",2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.3832,World Bank WDI
EGY,"Egypt, Arab Rep.",2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.5899,World Bank WDI
EGY,"Egypt, Arab Rep.",2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,32.6091,World Bank WDI
EGY,"Egypt, Arab Rep.",2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.5687,World Bank WDI
EGY,"Egypt, Arab Rep.",2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,34.8281,World Bank WDI
EGY,"Egypt, Arab Rep.",2008,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,38.6376,World Bank WDI
EGY,"Egypt, Arab Rep.",2009,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.5966,World Bank WDI
EGY,"Egypt, Arab Rep.",2010,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.5871,World Bank WDI
EGY,"Egypt, Arab Rep.",2011,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.6882,World Bank WDI
EGY,"Egypt, Arab Rep.",2012,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.3148,World Bank WDI
EGY,"Egypt, Arab Rep.",2013,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.3552,World Bank WDI
EGY,"Egypt, Arab Rep.",2014,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.6761,World Bank WDI
EGY,"Egypt, Arab Rep.",2015,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,21.6621,World Bank WDI
EGY,"Egypt, Arab Rep.",2016,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.9011,World Bank WDI
EGY,"Egypt, Arab Rep.",2017,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.818,World Bank WDI
EGY,"Egypt, Arab Rep.",2018,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.9264,World Bank WDI
EGY,"Egypt, Arab Rep.",2019,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.48,World Bank WDI
EGY,"Egypt, Arab Rep.",2020,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.6535,World Bank WDI
EGY,"Egypt, Arab Rep.",2021,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.2958,World Bank WDI
EGY,"Egypt, Arab Rep.",2022,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,21.8961,World Bank WDI
EGY,"Egypt, Arab Rep.",2023,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,21.3443,World Bank WDI
EGY,"Egypt, Arab Rep.",2024,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.2245,World Bank WDI
EGY,"Egypt, Arab Rep.",2025,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.5143,World Bank WDI
JOR,Jordan,1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,89.6128,World Bank WDI
JOR,Jordan,1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,79.8715,World Bank WDI
JOR,Jordan,1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,81.412,World Bank WDI
JOR,Jordan,1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,80.1501,World Bank WDI
JOR,Jordan,1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,70.4739,World Bank WDI
JOR,Jordan,1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,72.8615,World Bank WDI
JOR,Jordan,1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,78.1802,World Bank WDI
JOR,Jordan,1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,71.4895,World Bank WDI
JOR,Jordan,1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,64.2573,World Bank WDI
JOR,Jordan,1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,61.1596,World Bank WDI
JOR,Jordan,2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,68.5015,World Bank WDI
JOR,Jordan,2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,67.1512,World Bank WDI
JOR,Jordan,2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,66.6176,World Bank WDI
JOR,Jordan,2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,68.3346,World Bank WDI
JOR,Jordan,2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,82.4321,World Bank WDI
JOR,Jordan,2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,94.2043,World Bank WDI
JOR,Jordan,2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,87.8731,World Bank WDI
JOR,Jordan,2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,91.7593,World Bank WDI
MAR,Morocco,1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,30.0674,World Bank WDI
MAR,Morocco,1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.4605,World Bank WDI
MAR,Morocco,1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.0912,World Bank WDI
MAR,Morocco,1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.6077,World Bank WDI
MAR,Morocco,1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.3751,World Bank WDI
MAR,Morocco,1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.0418,World Bank WDI
MAR,Morocco,1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.2596,World Bank WDI
MAR,Morocco,1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.226,World Bank WDI
MAR,Morocco,1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.6299,World Bank WDI
MAR,Morocco,1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.9442,World Bank WDI
MAR,Morocco,2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.2435,World Bank WDI
MAR,Morocco,2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.096,World Bank WDI
MAR,Morocco,2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.3657,World Bank WDI
MAR,Morocco,2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.6554,World Bank WDI
MAR,Morocco,2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,30.2024,World Bank WDI
MAR,Morocco,2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,33.4979,World Bank WDI
MAR,Morocco,2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,35.0432,World Bank WDI
MAR,Morocco,2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,39.9219,World Bank WDI
MAR,Morocco,2008,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,45.3622,World Bank WDI
MAR,Morocco,2009,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,36.6538,World Bank WDI
MAR,Morocco,2010,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,39.753,World Bank WDI
MAR,Morocco,2011,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,44.8714,World Bank WDI
MAR,Morocco,2012,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,46.125,World Bank WDI
MAR,Morocco,2013,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,43.6045,World Bank WDI
MAR,Morocco,2014,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.7606,World Bank WDI
MAR,Morocco,2015,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,37.2928,World Bank WDI
MAR,Morocco,2016,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,40.3881,World Bank WDI
MAR,Morocco,2017,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.5669,World Bank WDI
MAR,Morocco,2018,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,43.4265,World Bank WDI
MAR,Morocco,2019,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.9051,World Bank WDI
MAR,Morocco,2020,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,38.0497,World Bank WDI
MAR,Morocco,2021,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,42.3873,World Bank WDI
MAR,Morocco,2022,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,56.1947,World Bank WDI
MAR,Morocco,2023,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,50.7003,World Bank WDI
MAR,Morocco,2024,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,50.1887,World Bank WDI
MAR,Morocco,2025,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,51.1324,World Bank WDI
TUN,Tunisia,1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,50.6042,World Bank WDI
TUN,Tunisia,1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,45.3204,World Bank WDI
TUN,Tunisia,1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,46.465,World Bank WDI
TUN,Tunisia,1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,47.9656,World Bank WDI
TUN,Tunisia,1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,47.8721,World Bank WDI
TUN,Tunisia,1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,48.8101,World Bank WDI
TUN,Tunisia,1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,43.611,World Bank WDI
TUN,Tunisia,1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.3866,World Bank WDI
TUN,Tunisia,1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.4597,World Bank WDI
TUN,Tunisia,1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,39.9261,World Bank WDI
TUN,Tunisia,2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,42.9091,World Bank WDI
TUN,Tunisia,2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,46.7354,World Bank WDI
TUN,Tunisia,2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,44.5573,World Bank WDI
TUN,Tunisia,2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,42.9068,World Bank WDI
TUN,Tunisia,2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,44.7273,World Bank WDI
TUN,Tunisia,2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,45.319,World Bank WDI
TUN,Tunisia,2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,47.9124,World Bank WDI
TUN,Tunisia,2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,52.9812,World Bank WDI
TUN,Tunisia,2008,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,58.6908,World Bank WDI
TUN,Tunisia,2009,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,47.9771,World Bank WDI
TUN,Tunisia,2010,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,52.1913,World Bank WDI
TUN,Tunisia,2011,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,54.0517,World Bank WDI
TUN,Tunisia,2012,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,55.6379,World Bank WDI
TUN,Tunisia,2013,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,54.0653,World Bank WDI
TUN,Tunisia,2014,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,53.1596,World Bank WDI
TUN,Tunisia,2015,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,48.8487,World Bank WDI
TUN,Tunisia,2016,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,48.7974,World Bank WDI
TUN,Tunisia,2017,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,54.0884,World Bank WDI
TUN,Tunisia,2018,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,58.3861,World Bank WDI
TUN,Tunisia,2019,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,56.3823,World Bank WDI
TUN,Tunisia,2020,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,46.3415,World Bank WDI
TUN,Tunisia,2021,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,51.8532,World Bank WDI
TUN,Tunisia,2022,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,64.7699,World Bank WDI
TUN,Tunisia,2023,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,59.0895,World Bank WDI
TUN,Tunisia,2024,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,56.2969,World Bank WDI
TUN,Tunisia,2025,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,54.7945,World Bank WDI
TUR,Turkiye,1990,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,17.5779,World Bank WDI
TUR,Turkiye,1991,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,16.6349,World Bank WDI
TUR,Turkiye,1992,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,17.3451,World Bank WDI
TUR,Turkiye,1993,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.3433,World Bank WDI
TUR,Turkiye,1994,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.3837,World Bank WDI
TUR,Turkiye,1995,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,17.6686,World Bank WDI
TUR,Turkiye,1996,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,20.0896,World Bank WDI
TUR,Turkiye,1997,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,21.322,World Bank WDI
TUR,Turkiye,1998,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,19.7225,World Bank WDI
TUR,Turkiye,1999,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,18.8357,World Bank WDI
TUR,Turkiye,2000,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.4413,World Bank WDI
TUR,Turkiye,2001,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.6477,World Bank WDI
TUR,Turkiye,2002,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,22.8375,World Bank WDI
TUR,Turkiye,2003,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.1735,World Bank WDI
TUR,Turkiye,2004,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.139,World Bank WDI
TUR,Turkiye,2005,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,24.19,World Bank WDI
TUR,Turkiye,2006,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.27,World Bank WDI
TUR,Turkiye,2007,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.8399,World Bank WDI
TUR,Turkiye,2008,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.8399,World Bank WDI
TUR,Turkiye,2009,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,23.2813,World Bank WDI
TUR,Turkiye,2010,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.3534,World Bank WDI
TUR,Turkiye,2011,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,30.1612,World Bank WDI
TUR,Turkiye,2012,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.3619,World Bank WDI
TUR,Turkiye,2013,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.6651,World Bank WDI
TUR,Turkiye,2014,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,28.4894,World Bank WDI
TUR,Turkiye,2015,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,26.5941,World Bank WDI
TUR,Turkiye,2016,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.238,World Bank WDI
TUR,Turkiye,2017,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.5962,World Bank WDI
TUR,Turkiye,2018,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.0973,World Bank WDI
TUR,Turkiye,2019,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,29.5486,World Bank WDI
TUR,Turkiye,2020,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,31.6498,World Bank WDI
TUR,Turkiye,2021,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,34.5553,World Bank WDI
TUR,Turkiye,2022,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,41.7571,World Bank WDI
TUR,Turkiye,2023,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,33.7696,World Bank WDI
TUR,Turkiye,2024,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,27.0306,World Bank WDI
TUR,Turkiye,2025,NE.IMP.GNFS.ZS,Imports,Trade,% of GDP,25.0849,World Bank WDI
DZA,Algeria,1990,NE.TRD.GNFS.ZS,Trade openness,Trade,% of GDP,48.3807,World Bank WDI
DZA,Algeria,1991,NE.TRD.GNFS.ZS,Trade openness,Trade,% of GDP,52.7176,World Bank WDI
DZA,Algeria,1992,NE.TRD.GNFS.ZS,Trade openness,Trade,% of GDP,49.1891,World Bank WDI
