country_code,country,year,indicator_code,indicator,theme,unit,value,source
EGY,"Egypt, Arab Rep.",2003,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,78.5066,World Bank WDI
EGY,"Egypt, Arab Rep.",2004,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,77.7842,World Bank WDI
EGY,"Egypt, Arab Rep.",2009,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,63.2155,World Bank WDI
EGY,"Egypt, Arab Rep.",2010,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,64.7296,World Bank WDI
EGY,"Egypt, Arab Rep.",2011,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,72.5488,World Bank WDI
EGY,"Egypt, Arab Rep.",2012,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,73.0182,World Bank WDI
EGY,"Egypt, Arab Rep.",2013,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,73.8954,World Bank WDI
EGY,"Egypt, Arab Rep.",2014,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,73.3723,World Bank WDI
EGY,"Egypt, Arab Rep.",2016,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,75.7524,World Bank WDI
EGY,"Egypt, Arab Rep.",2017,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,76.4338,World Bank WDI
EGY,"Egypt, Arab Rep.",2018,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,76.9816,World Bank WDI
EGY,"Egypt, Arab Rep.",2019,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,77.9094,World Bank WDI
EGY,"Egypt, Arab Rep.",2020,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,79.6545,World Bank WDI
EGY,"Egypt, Arab Rep.",2021,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,81.8833,World Bank WDI
EGY,"Egypt, Arab Rep.",2023,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.4749,World Bank WDI
EGY,"Egypt, Arab Rep.",2024,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.8286,World Bank WDI
JOR,Jordan,1990,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,75.0135,World Bank WDI
JOR,Jordan,1991,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,74.8513,World Bank WDI
JOR,Jordan,1992,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,77.9476,World Bank WDI
JOR,Jordan,1993,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,78.9788,World Bank WDI
JOR,Jordan,1994,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,81.1211,World Bank WDI
JOR,Jordan,1996,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,85.0781,World Bank WDI
JOR,Jordan,1999,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,86.1093,World Bank WDI
JOR,Jordan,2000,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.5953,World Bank WDI
JOR,Jordan,2002,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,83.6368,World Bank WDI
JOR,Jordan,2003,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,83.7644,World Bank WDI
JOR,Jordan,2004,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,83.6611,World Bank WDI
JOR,Jordan,2005,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.3937,World Bank WDI
JOR,Jordan,2006,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,86.7746,World Bank WDI
JOR,Jordan,2007,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.7152,World Bank WDI
JOR,Jordan,2008,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.4467,World Bank WDI
JOR,Jordan,2010,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.3644,World Bank WDI
JOR,Jordan,2011,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.593,World Bank WDI
JOR,Jordan,2012,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.2318,World Bank WDI
JOR,Jordan,2013,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.3028,World Bank WDI
JOR,Jordan,2014,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.8703,World Bank WDI
JOR,Jordan,2017,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.8758,World Bank WDI
JOR,Jordan,2018,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.7929,World Bank WDI
JOR,Jordan,2019,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.5105,World Bank WDI
JOR,Jordan,2020,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.1993,World Bank WDI
JOR,Jordan,2021,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.0636,World Bank WDI
JOR,Jordan,2022,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.9913,World Bank WDI
JOR,Jordan,2023,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,91.9697,World Bank WDI
JOR,Jordan,2024,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,91.7519,World Bank WDI
MAR,Morocco,1990,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,36.7552,World Bank WDI
MAR,Morocco,1991,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,35.1156,World Bank WDI
MAR,Morocco,1992,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,35.8083,World Bank WDI
MAR,Morocco,1993,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,36.3345,World Bank WDI
MAR,Morocco,1994,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,37.4641,World Bank WDI
MAR,Morocco,1995,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,37.7669,World Bank WDI
MAR,Morocco,1996,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,38.1682,World Bank WDI
MAR,Morocco,1997,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,38.4689,World Bank WDI
MAR,Morocco,1998,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,37.5191,World Bank WDI
MAR,Morocco,1999,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,37.9945,World Bank WDI
MAR,Morocco,2000,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,39.6925,World Bank WDI
MAR,Morocco,2001,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,41.3157,World Bank WDI
MAR,Morocco,2002,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,43.0969,World Bank WDI
MAR,Morocco,2003,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,44.6514,World Bank WDI
MAR,Morocco,2004,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,47.3964,World Bank WDI
MAR,Morocco,2005,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,49.1548,World Bank WDI
MAR,Morocco,2006,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,52.2258,World Bank WDI
MAR,Morocco,2007,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,55.3459,World Bank WDI
MAR,Morocco,2008,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,57.6666,World Bank WDI
MAR,Morocco,2009,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,60.7418,World Bank WDI
MAR,Morocco,2010,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,63.0758,World Bank WDI
MAR,Morocco,2011,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,66.0255,World Bank WDI
MAR,Morocco,2012,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,68.7359,World Bank WDI
MAR,Morocco,2017,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,78.2157,World Bank WDI
MAR,Morocco,2018,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,78.4709,World Bank WDI
MAR,Morocco,2019,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,79.3441,World Bank WDI
MAR,Morocco,2020,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,80.3088,World Bank WDI
MAR,Morocco,2021,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,80.7404,World Bank WDI
MAR,Morocco,2022,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.4554,World Bank WDI
MAR,Morocco,2023,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.7346,World Bank WDI
MAR,Morocco,2024,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.9835,World Bank WDI
TUN,Tunisia,1990,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,43.0991,World Bank WDI
TUN,Tunisia,1991,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,43.2728,World Bank WDI
TUN,Tunisia,1992,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,43.7264,World Bank WDI
TUN,Tunisia,1993,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,46.0116,World Bank WDI
TUN,Tunisia,1994,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,50.4441,World Bank WDI
TUN,Tunisia,1995,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,54.4243,World Bank WDI
TUN,Tunisia,1996,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,58.362,World Bank WDI
TUN,Tunisia,1997,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,59.8097,World Bank WDI
TUN,Tunisia,1998,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,66.0826,World Bank WDI
TUN,Tunisia,1999,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,69.9537,World Bank WDI
TUN,Tunisia,2000,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,72.4827,World Bank WDI
TUN,Tunisia,2001,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,74.8093,World Bank WDI
TUN,Tunisia,2002,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,76.4911,World Bank WDI
TUN,Tunisia,2003,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,76.0594,World Bank WDI
TUN,Tunisia,2004,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,80.0033,World Bank WDI
TUN,Tunisia,2005,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,83.4392,World Bank WDI
TUN,Tunisia,2006,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,85.9543,World Bank WDI
TUN,Tunisia,2007,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.6093,World Bank WDI
TUN,Tunisia,2008,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,91.054,World Bank WDI
TUN,Tunisia,2009,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.8368,World Bank WDI
TUN,Tunisia,2010,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.1112,World Bank WDI
TUN,Tunisia,2011,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.3415,World Bank WDI
TUN,Tunisia,2013,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.2357,World Bank WDI
TUN,Tunisia,2014,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.9663,World Bank WDI
TUN,Tunisia,2015,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,85.7816,World Bank WDI
TUN,Tunisia,2016,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.3264,World Bank WDI
TUR,Turkiye,1990,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,48.6131,World Bank WDI
TUR,Turkiye,1991,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,50.3297,World Bank WDI
TUR,Turkiye,1992,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,51.9287,World Bank WDI
TUR,Turkiye,1993,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,55.1014,World Bank WDI
TUR,Turkiye,1994,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,56.6242,World Bank WDI
TUR,Turkiye,1995,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,59.132,World Bank WDI
TUR,Turkiye,1997,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,59.2662,World Bank WDI
TUR,Turkiye,1999,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,69.3712,World Bank WDI
TUR,Turkiye,2000,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,74.588,World Bank WDI
TUR,Turkiye,2001,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,85.3136,World Bank WDI
TUR,Turkiye,2002,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.111,World Bank WDI
TUR,Turkiye,2003,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,91.8227,World Bank WDI
TUR,Turkiye,2004,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.3137,World Bank WDI
TUR,Turkiye,2005,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.9437,World Bank WDI
TUR,Turkiye,2006,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,88.5528,World Bank WDI
TUR,Turkiye,2007,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,90.7345,World Bank WDI
TUR,Turkiye,2008,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,89.057,World Bank WDI
TUR,Turkiye,2009,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,80.1907,World Bank WDI
TUR,Turkiye,2010,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,84.2024,World Bank WDI
TUR,Turkiye,2011,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,87.8032,World Bank WDI
TUR,Turkiye,2012,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,85.0204,World Bank WDI
TUR,Turkiye,2013,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,102.2097,World Bank WDI
TUR,Turkiye,2014,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,105.9755,World Bank WDI
TUR,Turkiye,2015,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,107.2432,World Bank WDI
TUR,Turkiye,2016,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,108.5476,World Bank WDI
TUR,Turkiye,2017,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,112.9773,World Bank WDI
TUR,Turkiye,2018,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,112.1154,World Bank WDI
TUR,Turkiye,2019,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,111.9104,World Bank WDI
TUR,Turkiye,2020,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,112.5275,World Bank WDI
TUR,Turkiye,2021,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,114.1473,World Bank WDI
TUR,Turkiye,2022,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,116.0402,World Bank WDI
TUR,Turkiye,2023,SE.SEC.ENRR,Secondary school enrollment,Education,% gross,118.412,World Bank WDI
DZA,Algeria,1990,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.071,World Bank WDI
DZA,Algeria,1991,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.8018,World Bank WDI
DZA,Algeria,1992,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.946,World Bank WDI
DZA,Algeria,1993,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.8634,World Bank WDI
DZA,Algeria,1994,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.4309,World Bank WDI
DZA,Algeria,1995,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.2355,World Bank WDI
DZA,Algeria,1996,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.6039,World Bank WDI
DZA,Algeria,1999,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,13.6005,World Bank WDI
DZA,Algeria,2001,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,15.2948,World Bank WDI
DZA,Algeria,2002,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,16.9754,World Bank WDI
DZA,Algeria,2003,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,18.2118,World Bank WDI
DZA,Algeria,2004,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,18.8709,World Bank WDI
DZA,Algeria,2005,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,20.7099,World Bank WDI
DZA,Algeria,2006,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,21.3458,World Bank WDI
DZA,Algeria,2007,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,23.5956,World Bank WDI
DZA,Algeria,2009,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.5015,World Bank WDI
DZA,Algeria,2010,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.7344,World Bank WDI
DZA,Algeria,2011,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,32.3866,World Bank WDI
DZA,Algeria,2012,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,33.5571,World Bank WDI
DZA,Algeria,2013,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,35.4386,World Bank WDI
DZA,Algeria,2014,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,36.0428,World Bank WDI
DZA,Algeria,2015,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,38.2445,World Bank WDI
DZA,Algeria,2016,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,43.9041,World Bank WDI
DZA,Algeria,2017,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,49.1777,World Bank WDI
DZA,Algeria,2018,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,52.8819,World Bank WDI
DZA,Algeria,2019,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,53.8645,World Bank WDI
DZA,Algeria,2020,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,53.3752,World Bank WDI
DZA,Algeria,2021,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,54.2223,World Bank WDI
DZA,Algeria,2022,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,53.3876,World Bank WDI
DZA,Algeria,2023,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,55.532,World Bank WDI
DZA,Algeria,2024,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,54.4283,World Bank WDI
EGY,"Egypt, Arab Rep.",1990,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,13.5156,World Bank WDI
EGY,"Egypt, Arab Rep.",1991,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.1729,World Bank WDI
EGY,"Egypt, Arab Rep.",1999,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.6017,World Bank WDI
EGY,"Egypt, Arab Rep.",2001,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,27.8923,World Bank WDI
EGY,"Egypt, Arab Rep.",2002,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.9182,World Bank WDI
EGY,"Egypt, Arab Rep.",2003,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,26.0245,World Bank WDI
EGY,"Egypt, Arab Rep.",2004,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,27.2862,World Bank WDI
EGY,"Egypt, Arab Rep.",2005,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.4127,World Bank WDI
EGY,"Egypt, Arab Rep.",2006,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.3696,World Bank WDI
EGY,"Egypt, Arab Rep.",2007,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.8399,World Bank WDI
EGY,"Egypt, Arab Rep.",2008,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.6861,World Bank WDI
EGY,"Egypt, Arab Rep.",2009,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,29.2693,World Bank WDI
EGY,"Egypt, Arab Rep.",2010,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.0727,World Bank WDI
EGY,"Egypt, Arab Rep.",2011,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,25.5902,World Bank WDI
EGY,"Egypt, Arab Rep.",2012,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,26.2272,World Bank WDI
EGY,"Egypt, Arab Rep.",2013,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.348,World Bank WDI
EGY,"Egypt, Arab Rep.",2014,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,29.1134,World Bank WDI
EGY,"Egypt, Arab Rep.",2015,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,32.8849,World Bank WDI
EGY,"Egypt, Arab Rep.",2016,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,31.8731,World Bank WDI
EGY,"Egypt, Arab Rep.",2017,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,33.1019,World Bank WDI
EGY,"Egypt, Arab Rep.",2018,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,36.123,World Bank WDI
EGY,"Egypt, Arab Rep.",2019,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,33.6228,World Bank WDI
EGY,"Egypt, Arab Rep.",2020,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,38.774,World Bank WDI
EGY,"Egypt, Arab Rep.",2021,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,35.1185,World Bank WDI
EGY,"Egypt, Arab Rep.",2022,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,36.4622,World Bank WDI
EGY,"Egypt, Arab Rep.",2023,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,37.9006,World Bank WDI
EGY,"Egypt, Arab Rep.",2024,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,37.5781,World Bank WDI
EGY,"Egypt, Arab Rep.",2025,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,38.0398,World Bank WDI
JOR,Jordan,1990,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,19.6619,World Bank WDI
JOR,Jordan,1991,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,19.5192,World Bank WDI
JOR,Jordan,1992,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,19.4466,World Bank WDI
JOR,Jordan,1993,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,19.5053,World Bank WDI
JOR,Jordan,1994,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,18.2145,World Bank WDI
JOR,Jordan,1995,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,18.0741,World Bank WDI
JOR,Jordan,1996,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,20.2109,World Bank WDI
JOR,Jordan,1997,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,23.0236,World Bank WDI
JOR,Jordan,2000,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.7968,World Bank WDI
JOR,Jordan,2002,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,32.2784,World Bank WDI
JOR,Jordan,2003,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,36.0558,World Bank WDI
JOR,Jordan,2004,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,40.4678,World Bank WDI
JOR,Jordan,2005,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,39.7075,World Bank WDI
JOR,Jordan,2006,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,37.8664,World Bank WDI
JOR,Jordan,2007,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,38.7338,World Bank WDI
JOR,Jordan,2008,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,41.3685,World Bank WDI
JOR,Jordan,2009,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,42.063,World Bank WDI
JOR,Jordan,2010,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,37.7581,World Bank WDI
JOR,Jordan,2011,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,37.4216,World Bank WDI
JOR,Jordan,2012,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,43.9161,World Bank WDI
JOR,Jordan,2015,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,36.6284,World Bank WDI
JOR,Jordan,2016,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,34.0613,World Bank WDI
JOR,Jordan,2017,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.6211,World Bank WDI
JOR,Jordan,2018,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,31.5563,World Bank WDI
JOR,Jordan,2019,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.1108,World Bank WDI
JOR,Jordan,2020,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.288,World Bank WDI
JOR,Jordan,2021,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,30.4513,World Bank WDI
JOR,Jordan,2022,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,32.512,World Bank WDI
JOR,Jordan,2023,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,33.0567,World Bank WDI
JOR,Jordan,2024,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,35.9184,World Bank WDI
MAR,Morocco,1990,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.6728,World Bank WDI
MAR,Morocco,1991,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.5483,World Bank WDI
MAR,Morocco,1992,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.2783,World Bank WDI
MAR,Morocco,1993,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.6426,World Bank WDI
MAR,Morocco,1994,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.7795,World Bank WDI
MAR,Morocco,1995,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.2645,World Bank WDI
MAR,Morocco,1997,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.553,World Bank WDI
MAR,Morocco,1998,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,9.1035,World Bank WDI
MAR,Morocco,1999,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,9.5448,World Bank WDI
MAR,Morocco,2000,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.1461,World Bank WDI
MAR,Morocco,2001,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.5071,World Bank WDI
MAR,Morocco,2002,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,10.6168,World Bank WDI
MAR,Morocco,2003,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.0415,World Bank WDI
MAR,Morocco,2004,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.1358,World Bank WDI
MAR,Morocco,2005,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.6987,World Bank WDI
MAR,Morocco,2006,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,12.1654,World Bank WDI
MAR,Morocco,2007,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,11.6039,World Bank WDI
MAR,Morocco,2008,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,12.6374,World Bank WDI
MAR,Morocco,2009,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,13.0987,World Bank WDI
MAR,Morocco,2010,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,13.9896,World Bank WDI
MAR,Morocco,2011,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,15.854,World Bank WDI
MAR,Morocco,2012,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,19.0472,World Bank WDI
MAR,Morocco,2013,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,22.4069,World Bank WDI
MAR,Morocco,2014,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,25.3112,World Bank WDI
MAR,Morocco,2015,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,28.5519,World Bank WDI
MAR,Morocco,2016,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,32.0953,World Bank WDI
MAR,Morocco,2017,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,33.4735,World Bank WDI
MAR,Morocco,2018,SE.TER.ENRR,Tertiary school enrollment,Education,% gross,35.3192,World Bank WDI
